codigo,estacao,timestamp,bacia,latitude,longitude,regiao,altitude,chuva_1h_mm,chuva_6h_mm,chuva_12h_mm,chuva_24h_mm,chuva_48h_mm,rio_nivel_m,rio_tendencia
DCRS-00037,Mostardas,2026-08-19T04:26:09.000+00:00,RS - Litoral Médio,-31.020599365234375,-50.967098236083984,Metropolitana de Porto Alegre,,0.0,0.0,0.0,5.599999904632568,5.599999904632568,1.25,0.011538461782038212
DCRS-00038,Rio Grande,2026-08-19T04:26:11.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-32.02750015258789,-52.10210037231445,Sudeste Rio-grandense,,0.4000000059604645,3.200000047683716,10.600000381469727,47.20000076293945,77.4000015258789,0.8999999761581421,0.01230769231915474
DCRS-00039,Pelotas - Colônia Z3,2026-08-19T04:26:12.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-31.702299118041992,-52.15660095214844,Sudeste Rio-grandense,,0.20000000298023224,3.0,4.400000095367432,28.0,40.0,0.9200000166893005,-0.007692307699471712
DCRS-00040,São Loureço do Sul - Arroio São Lourenço,2026-08-19T04:26:13.000+00:00,RS - Rio Camaquã,-31.304489135742188,-52.09384536743164,Sudeste Rio-grandense,,0.0,11.600000381469727,11.600000381469727,30.799999237060547,34.0,37.439998626708984,0.04076923057436943
DCRS-00041,Bagé,2026-08-19T04:26:12.000+00:00,RS - Rio Negro,-31.329599380493164,-54.09389877319336,Sudoeste Rio-grandense,,0.0,0.4000000059604645,3.0,4.0,22.399999618530273,189.3300018310547,-0.026153845712542534
DCRS-00042,Piratini - Cerrito,2026-08-19T04:26:07.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-31.719200134277344,-52.9010009765625,Sudeste Rio-grandense,,0.0,0.20000000298023224,8.600000381469727,28.0,55.599998474121094,44.2599983215332,-0.019999999552965164
DCRS-00043,Três Forquilhas - Rio Pedras Brancas,2026-08-19T04:26:07.000+00:00,RS - Rio Tramandaí,-29.431900024414062,-50.111900329589844,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,73.13999938964844,0.0
DCRS-00044,Viamão - Itapuã,2026-08-19T04:26:08.000+00:00,RS - Lago Guaíba,-30.28260040283203,-51.02130126953125,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,1.159999966621399,-0.0015384615398943424
DCRS-00045,São Lourenço do Sul,2026-08-19T04:26:06.000+00:00,RS - Rio Camaquã,-31.377399444580078,-51.95989990234375,Sudeste Rio-grandense,,0.0,0.6000000238418579,1.2000000476837158,23.600000381469727,26.799999237060547,0.9700000286102295,-0.04307692125439644
DCRS-00046,Picada Café,2026-08-19T04:26:06.000+00:00,RS - Rio Caí,-29.461999893188477,-51.14039993286133,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,65.83999633789062,-0.0007692307699471712
DCRS-00047,Maquiné - Rio Água Parada,2026-08-19T04:26:11.000+00:00,RS - Rio Tramandaí,-29.674999237060547,-50.19929885864258,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,1.4299999475479126,-0.0007692307699471712
DCRS-00048,Morrinhos do Sul,2026-08-19T04:26:06.000+00:00,RS - Mampituba,-29.36680030822754,-49.9375,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,21.84000015258789,0.0007692307699471712
DCRS-00049,Santa Vitória do Palmar - Lagoa Mirim,2026-08-19T04:26:14.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-33.49789810180664,-53.4359016418457,Sudeste Rio-grandense,,0.0,0.0,5.199999809265137,37.400001525878906,128.60000610351562,1.7799999713897705,-0.01076923031359911
DCRS-00050,Arroio Grande,2026-08-19T04:26:11.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-32.23870086669922,-53.0890998840332,Sudeste Rio-grandense,,0.0,1.600000023841858,5.400000095367432,44.79999923706055,140.1999969482422,22.190000534057617,-0.009230769239366055
DCRS-00051,Piratini - Herval,2026-08-19T04:26:13.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-31.87540054321289,-53.0276985168457,Sudeste Rio-grandense,,0.0,0.20000000298023224,5.599999904632568,38.400001525878906,73.0,43.790000915527344,-0.032307691872119904
DCRS-00052,Cerrito - Pedro Osório,2026-08-19T04:26:14.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-31.86050033569336,-52.81679916381836,Sudeste Rio-grandense,,0.0,0.4000000059604645,7.199999809265137,34.400001525878906,72.0,19.950000762939453,0.02538461610674858
DCRS-00053,Arambaré,2026-08-19T04:26:08.000+00:00,RS - Rio Camaquã,-30.906400680541992,-51.49259948730469,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.4000000059604645,0.4000000059604645,1.0800000429153442,0.03461538627743721
DCRS-00054,Barra do Ribeiro - Lago Guaíba,2026-08-19T04:26:13.000+00:00,RS - Lago Guaíba,-30.29450035095215,-51.29880142211914,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,1.2999999523162842,-0.004615384619683027
DCRS-00055,Santa Cruz do Sul / Venâncio Aires,2026-08-19T04:26:13.000+00:00,RS - Rio Taquari-Antas,-29.56570053100586,-52.324798583984375,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,49.220001220703125,0.0007692307699471712
DCRS-00056,Maquiné - Rio Maquiné,2026-08-19T04:26:09.000+00:00,RS - Rio Tramandaí,-29.58060073852539,-50.27840042114258,Metropolitana de Porto Alegre,,0.0,1.0,1.0,1.0,1.0,52.97999954223633,-0.00615384615957737
DCRS-00057,Cotiporã - Dois Lajeados,2026-08-19T04:26:07.000+00:00,RS - Rio Taquari-Antas,-28.99570083618164,-51.75469970703125,Nordeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,95.87999725341797,0.0015384615398943424
DCRS-00058,Toropi/São Pedro do Sul,2026-08-19T04:26:09.000+00:00,RS - Rio Ibicuí,-29.490999221801758,-54.22600173950195,Centro Ocidental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,102.2300033569336,-0.009999999776482582
DCRS-00059,Santa Rosa - Pessegueiro,2026-08-19T04:26:09.000+00:00,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.878400802612305,-54.49129867553711,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,213.0500030517578,-0.005384615156799555
DCRS-00060,Barra do Rio Azul - Rio Palomas,2026-08-19T04:26:12.000+00:00,RS - Rios Apuaê – Inhandava,-27.40959930419922,-52.41450119018555,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.20000000298023224,399.2200012207031,0.0
DCRS-00061,Cacique Doble,2026-08-19T04:26:09.000+00:00,RS - Rios Apuaê – Inhandava,-27.76650047302246,-51.66669845581055,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,612.219970703125,0.0023076923098415136
DCRS-00062,Pelotas - Arroio Pelotas,2026-08-19T04:26:07.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-31.59280014038086,-52.4114990234375,Sudeste Rio-grandense,,0.0,1.600000023841858,4.599999904632568,53.79999923706055,70.80000305175781,655.3499755859375,
DCRS-00063,Capão do Leão - Eclusa - Canal São Gonçalo,2026-08-19T04:26:12.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-31.81089973449707,-52.388999938964844,Sudeste Rio-grandense,,0.0,0.6000000238418579,4.599999904632568,24.600000381469727,51.0,1.690000057220459,-0.0007692307699471712
DCRS-00064,São Gabriel,2026-08-19T04:26:12.000+00:00,RS - Rios Vacacaí - Vacacaí Mirim,-30.341299057006836,-54.30569839477539,Sudoeste Rio-grandense,,0.0,0.0,4.800000190734863,4.800000190734863,4.800000190734863,81.25,0.0
DCRS-00065,Dom Pedrito,2026-08-19T04:26:10.000+00:00,RS - Rio Santa Maria,-30.974599838256836,-54.68870162963867,Sudoeste Rio-grandense,,0.0,0.0,3.4000000953674316,10.399999618530273,29.600000381469727,127.3499984741211,0.01923076994717121
DCRS-00066,Encruzilhada do Sul,2026-08-19T04:26:13.000+00:00,RS - Baixo Jacuí,-30.490400314331055,-52.58789825439453,Sudeste Rio-grandense,,0.0,0.0,0.0,0.0,2.200000047683716,180.3000030517578,0.0
DCRS-00067,Lavras do Sul,2026-08-19T04:26:12.000+00:00,RS - Rio Camaquã,-30.81570053100586,-53.89979934692383,Sudoeste Rio-grandense,,0.0,0.0,0.6000000238418579,2.0,2.4000000953674316,267.2200012207031,-0.0007692307699471712
DCRS-00068,Canudos do Vale,2026-08-19T04:26:14.000+00:00,RS - Rio Taquari-Antas,-29.322500228881836,-52.23550033569336,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,106.45999908447266,-0.0015384615398943424
DCRS-00069, Bom Princípio,2026-08-19T04:26:12.000+00:00,RS - Rio Caí,-29.487699508666992,-51.349098205566406,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,16.059999465942383,-0.0007692307699471712
DCRS-00070,São Leopoldo,2026-08-19T04:26:11.000+00:00,RS - Sinos,-29.759300231933594,-51.14929962158203,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,3.0999999046325684,-0.009230769239366055
DCRS-00071,Aratiba,2026-08-19T04:26:12.000+00:00,RS - Rios Apuaê – Inhandava,-27.393400192260742,-52.29819869995117,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,401.44000244140625,0.0007692307699471712
DCRS-00072,Torres,2026-08-19T04:26:11.000+00:00,RS - Mampituba,-29.299400329589844,-49.76969909667969,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,0.3700000047683716,-0.011538461782038212
DCRS-00073,Iraí - Rio do Mel,2026-08-19T04:26:11.000+00:00,RS - Rio da Várzea,-27.199100494384766,-53.249698638916016,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,204.85000610351562,-0.0015384615398943424
DCRS-00074,Barra do Rio Azul - Rio Azul,2026-08-19T04:26:14.000+00:00,RS - Rios Apuaê – Inhandava,-27.41069984436035,-52.41239929199219,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,420.9599914550781,0.0007692307699471712
DCRS-00075,Nova Petrópolis/Caxias do Sul,2026-08-19T04:26:05.000+00:00,RS - Rio Caí,-29.331600189208984,-51.163700103759766,Nordeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,60.529998779296875,0.0015384615398943424
DCRS-00076, Eldorado do Sul,2026-08-19T04:26:14.000+00:00,RS - Lago Guaíba,-30.009746551513672,-51.30341339111328,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,1.340000033378601,-0.004615384619683027
DCRS-00077,Alegrete,2026-08-19T04:26:08.000+00:00,RS - Rio Ibicuí,-29.805400848388672,-55.78310012817383,Sudoeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,71.33000183105469,0.007692307699471712
DCRS-00078,Formigueiro/Restinga Sêca,2026-08-19T04:26:08.000+00:00,RS - Rios Vacacaí - Vacacaí Mirim,-29.925899505615234,-53.416500091552734,Centro Ocidental Rio-grandense,,0.0,0.0,0.0,0.0,0.4000000059604645,29.209999084472656,-0.0024999999441206455
DCRS-00079,São Borja ,2026-08-19T04:26:11.000+00:00,,-28.61079978942871,-56.01459884643555,Sudoeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,54.900001525878906,-0.006923076696693897
DCRS-00080,São Pedro do Sul/Santa Maria,2026-08-19T04:26:12.000+00:00,RS - Rio Ibicuí,-29.664899826049805,-54.10639953613281,Centro Ocidental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,107.68000030517578,-0.00615384615957737
DCRS-00081,Palmares do Sul,2026-08-19T04:26:09.000+00:00,RS - Litoral Médio,-30.257099151611328,-50.480098724365234,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,2.240000009536743,0.0007692307699471712
DCRS-00082,Encantado (H),2026-08-18T20:12:16.000+00:00,RS - Rio Taquari-Antas,-29.188499450683594,-51.92100143432617,Centro Oriental Rio-grandense,,0.0,0.0,0.20000000298023224,0.20000000298023224,0.4000000059604645,51.7599983215332,0.0
DCRS-00083,Três Forquilhas - Rio Três Forquilhas,2026-08-19T04:26:14.000+00:00,RS - Rio Tramandaí,-29.510000228881836,-50.09109878540039,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,16.31999969482422,-0.009230769239366055
DCRS-00084,São Francisco de Paula/Cambará do Sul,2026-08-19T04:26:15.000+00:00,RS - Rio Taquari-Antas,-29.26490020751953,-50.31489944458008,Nordeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,859.8200073242188,0.0
DCRS-00085,Dois Irmãos,2026-08-19T04:26:10.000+00:00,RS - Rio Caí,-29.59709930419922,-51.089500427246094,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,105.80000305175781,0.0
DCRS-00086,Bom Jesus/Jaquirana,2026-08-19T04:26:14.000+00:00,RS - Rio Taquari-Antas,-28.798799514770508,-50.4297981262207,Nordeste Rio-grandense,,0.20000000298023224,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,600.989990234375,0.00615384615957737
DCRS-00087,Antônio Prado/Flores da Cunha,2026-08-19T04:26:09.000+00:00,RS - Rio Taquari-Antas,-28.939899444580078,-51.188499450683594,Nordeste Rio-grandense,,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,250.91000366210938,-0.009230769239366055
DCRS-00088,Sertão Santana (H),2026-08-19T04:26:09.000+00:00,RS - Lago Guaíba,-30.473600387573242,-51.608699798583984,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,63.95000076293945,-0.0007692307699471712
DCRS-00089,Cerro Grande do Sul,2026-08-19T04:26:07.000+00:00,RS - Rio Camaquã,-30.59079933166504,-51.748600006103516,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,77.0999984741211,-0.0007692307699471712
DCRS-00090,Dom Feliciano,2026-08-19T04:26:06.000+00:00,RS - Rio Camaquã,-30.696199417114258,-52.060298919677734,Metropolitana de Porto Alegre,,0.0,0.0,0.0,7.599999904632568,7.599999904632568,96.61000061035156,-0.003076923079788685
DCRS-00091,Muçum/Encantado,2026-08-19T04:26:09.000+00:00,RS - Rio Taquari-Antas,-29.16819953918457,-51.88679885864258,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.20000000298023224,37.33000183105469,0.0
DCRS-00092,Encantado/Roca Sales,2026-08-19T04:26:05.000+00:00,RS - Rio Taquari-Antas,-29.28179931640625,-51.881900787353516,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,28.649999618530273,0.08538461476564407
DCRS-00093,General Câmara/São Jeronimo,2026-08-19T04:26:09.000+00:00,RS - Baixo Jacuí,-29.95549964904785,-51.76129913330078,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,2.309999942779541,-0.0023076923098415136
DCRS-00094,Tuparendi/Tucunduva ,2026-08-19T04:26:09.000+00:00,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.677099227905273,-54.465599060058594,Noroeste Rio-grandense,,0.0,0.0,0.0,0.20000000298023224,1.7999999523162842,131.08999633789062,0.009230769239366055
DCRS-00095,Santo Antônio das Missões/São Borja,2026-08-19T04:26:09.000+00:00,RS - Rios Butuí – Icamaquã,-28.617700576782227,-55.73809814453125,Sudoeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,55.209999084472656,-0.009999999776482582
DCRS-00096,Campina das Missões,2026-08-19T04:26:11.000+00:00,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.983999252319336,-54.825801849365234,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,145.97000122070312,-0.009230769239366055
DCRS-00097,Paulo Bento,2026-08-19T04:26:05.000+00:00,RS - Rio Passo Fundo,-27.69879913330078,-52.4182014465332,Noroeste Rio-grandense,,0.0,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,552.9099731445312,-0.0007692307699471712
DCRS-00098,Porto Lucena/Porto Xavier,2026-08-19T04:26:14.000+00:00,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.87820053100586,-55.051998138427734,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,86.38999938964844,-0.006923076696693897
DCRS-00099,Iraí - Rio Uruguai,2026-08-19T04:26:13.000+00:00,RS - Rio da Várzea,-27.19508934020996,-53.19548034667969,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,203.92999267578125,-0.019999999552965164
DCRS-00100,Restinga Sêca (H),2026-08-19T04:26:14.000+00:00,RS - Rios Vacacaí - Vacacaí Mirim,-29.80120086669922,-53.36899948120117,Centro Ocidental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,37.61000061035156,-0.0007692307699471712
DCRS-00101,Rio Pardo (H),2026-08-19T04:26:13.000+00:00,RS - Rio Pardo,-29.97610092163086,-52.380699157714844,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,10.899999618530273,0.0007692307699471712
DCRS-00102,Dona Francisca (H),2026-08-19T04:26:09.000+00:00,RS - Baixo Jacuí,-29.631099700927734,-53.35850143432617,Centro Ocidental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,35.279998779296875,0.05076923221349716
DCRS-00103,Manoel Viana (H),2026-08-19T04:26:09.000+00:00,RS - Rio Ibicuí,-29.59630012512207,-55.48160171508789,Sudoeste Rio-grandense,,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,67.5,-0.02153846062719822
DCRS-00104,Arroio do Meio/Lajeado (H),2026-08-19T04:26:09.000+00:00,RS - Rio Taquari-Antas,-29.421499252319336,-51.96620178222656,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,15.460000038146973,0.02153846062719822
DCRS-00105,Viamão - Reserva Estadual (H),2026-08-19T04:26:06.000+00:00,RS - Lago Guaíba,-30.358800888061523,-51.04629898071289,Metropolitana de Porto Alegre,,0.0,0.0,0.0,1.7999999523162842,1.7999999523162842,1.2000000476837158,0.013846153393387794
DCRS-00106,Guarani das Missões (H),2026-08-19T04:26:15.000+00:00,RS - Rios Turvo – Santa Rosa – Santo Cristo,-28.13949966430664,-54.56039810180664,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,217.8699951171875,0.0
DCRS-00107,Tucunduva/Horizontina (H),2026-08-19T04:26:14.000+00:00,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.606399536132812,-54.3916015625,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,195.2100067138672,-0.009230769239366055
DCRS-00108,Santa Cruz do Sul,2026-08-19T04:26:13.000+00:00,RS - Rio Pardo,-29.645999908447266,-52.462799072265625,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,32.7599983215332,-0.008461538702249527
DCRS-00109,Bossoroca,2026-08-19T04:25:51.000+00:00,RS - Rio Piratinim,-28.530099868774414,-54.963199615478516,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,119.9800033569336,-0.009230769239366055
DCRS-00110,Muitos Capões/Lagoa Vermelha,2026-08-19T04:26:11.000+00:00,RS - Rio Taquari-Antas,-28.323299407958984,-51.33679962158203,Nordeste Rio-grandense,,0.0,11.600000381469727,11.600000381469727,11.600000381469727,11.600000381469727,743.5,-0.0007692307699471712
DCRS-00111,Arroio Grande - Santa Isabel do Sul,2026-08-19T04:26:09.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-32.120201110839844,-52.600101470947266,Sudeste Rio-grandense,,0.0,0.20000000298023224,6.400000095367432,40.400001525878906,82.4000015258789,2.240000009536743,-0.015384615398943424
DCRS-00112,Amaral Ferrador,2026-08-19T04:26:06.000+00:00,RS - Rio Camaquã,-30.86680030822754,-52.24190139770508,Sudeste Rio-grandense,,0.0,0.0,0.0,0.0,0.20000000298023224,29.350000381469727,0.013076922856271267
DCRS-00113,Cachoeira do Sul - Centro,2026-08-19T04:26:14.000+00:00,RS - Baixo Jacuí,-30.061899185180664,-52.897499084472656,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,22.209999084472656,
DCRS-00114,Lagoão,2026-08-19T04:26:06.000+00:00,RS - Rio Pardo,-29.265600204467773,-52.68579864501953,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,281.010009765625,0.009230769239366055
DCRS-00115,Jaguarão,2026-08-19T04:26:13.000+00:00,RS - Lagoa Mirim e do Canal São Gonçalo,-32.56949996948242,-53.37620162963867,Sudeste Rio-grandense,,0.0,0.4000000059604645,10.399999618530273,48.0,166.8000030517578,5.090000152587891,0.008461538702249527
DCRS-00116,Barra Funda/Novo Barreiro,2026-08-19T04:26:11.000+00:00,RS - Rio da Várzea,-27.922700881958008,-53.04779815673828,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,352.989990234375,0.0
DCRS-00117,Quaraí,2026-08-19T04:26:07.000+00:00,RS - Rio Quaraí,-30.39240074157715,-56.4557991027832,Sudoeste Rio-grandense,,0.0,0.0,2.5999999046325684,10.0,21.600000381469727,94.86000061035156,0.019999999552965164
DCRS-00118,Cachoeira do Sul - Arroio Irapuá,2026-08-19T04:26:06.000+00:00,RS - Baixo Jacuí,-30.311500549316406,-53.18000030517578,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,41.68000030517578,0.0015384615398943424
DCRS-00119,Esteio,2026-08-19T04:26:09.000+00:00,RS - Sinos,-29.829599380493164,-51.180301666259766,Metropolitana de Porto Alegre,,0.0,0.20000000298023224,0.20000000298023224,0.4000000059604645,0.800000011920929,1.6399999856948853,-0.0007692307699471712
DCRS-00120,Gravataí,2026-08-19T04:26:08.000+00:00,RS - Rio Gravataí,-29.96380043029785,-50.98059844970703,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,4.170000076293945,-0.0015384615398943424
DCRS-00121,Guaporé / Anta Gorda,2026-08-19T04:26:15.000+00:00,RS - Rio Taquari-Antas,-28.910999298095703,-51.95249938964844,Nordeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,199.1999969482422,0.0007692307699471712
DCRS-00122,Porto Alegre - Cristal,2026-08-19T04:26:14.000+00:00,RS - Lago Guaíba,-30.0772762298584,-51.245216369628906,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,1.0800000429153442,0.009230769239366055
DCRS-00123,Arroio do Meio - Rio Taquari,2026-08-19T04:26:08.000+00:00,RS - Rio Taquari-Antas,-29.401399612426758,-51.93550109863281,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,19.25,0.0007692307699471712
DCRS-00124,Candelária,2026-08-19T04:26:09.000+00:00,RS - Rio Pardo,-29.67329978942871,-52.77000045776367,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,36.060001373291016,-0.0023076923098415136
DCRS-00125,Cristal,2026-08-19T04:26:07.000+00:00,RS - Rio Camaquã,-31.012300491333008,-52.05270004272461,Sudeste Rio-grandense,,0.0,0.0,0.0,5.400000095367432,6.599999904632568,4.139999866485596,-0.006923076696693897
DCRS-00126,Turuçu,2026-08-19T04:26:15.000+00:00,RS - Rio Camaquã,-31.41119956970215,-52.16809844970703,Sudeste Rio-grandense,,0.0,12.399999618530273,13.199999809265137,40.20000076293945,48.79999923706055,17.719999313354492,0.011538461782038212
DCRS-00127,Nova Santa Rita/Canoas,2026-08-19T04:26:12.000+00:00,RS - Sinos,-29.877300262451172,-51.242801666259766,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,1.4600000381469727,-0.009230769239366055
DCRS-00128,Santana da Boa Vista,2026-08-19T04:26:12.000+00:00,RS - Rio Camaquã,-30.972999572753906,-53.04600143432617,Sudeste Rio-grandense,,0.0,0.6000000238418579,4.0,19.0,21.799999237060547,83.98999786376953,0.01230769231915474
DCRS-00129,Venâncio Aires/Bom Retiro do Sul,2026-08-19T04:26:07.000+00:00,RS - Rio Taquari-Antas,-29.60821533203125,-51.95046615600586,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,0.8600000143051147,
DCRS-00130,Ijuí,2026-08-19T04:26:15.000+00:00,RS - Rio Ijuí,-28.319599151611328,-53.98189926147461,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,242.07000732421875,0.0023076923098415136
DCRS-00001,Igrejinha,2026-08-19T05:20:29.000+00:00,RS - Sinos,-29.57430076599121,-50.79610061645508,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,27.270000457763672,-0.0007692307699471712
DCRS-00002,Nova Hartz,2026-08-19T05:20:23.000+00:00,RS - Sinos,-29.593399047851562,-50.90299987792969,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,20.639999389648438,0.0007692307699471712
DCRS-00003,Araricá / Sapiranga / Taquara,2026-08-19T05:20:29.000+00:00,RS - Sinos,-29.691099166870117,-50.94179916381836,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,7.699999809265137,-0.013076922856271267
DCRS-00004,Três Coroas,2026-08-19T05:20:24.000+00:00,RS - Sinos,-29.469900131225586,-50.759498596191406,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,68.81999969482422,-0.0007692307699471712
DCRS-00005,Rolante - Rio Mascarada,2026-08-19T05:20:30.000+00:00,RS - Sinos,-29.582399368286133,-50.46979904174805,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,85.0199966430664,0.0
DCRS-00006,Rolante - Centro,2026-08-19T05:20:28.000+00:00,RS - Sinos,-29.665199279785156,-50.582000732421875,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.0,0.0,31.360000610351562,0.0
DCRS-00007,Protásio Alves - Ipê,2026-08-19T05:20:25.000+00:00,RS - Rio Taquari-Antas,-28.738500595092773,-51.425899505615234,Nordeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,356.260009765625,0.00615384615957737
DCRS-00008,Nova Roma - Farroupilha,2026-08-19T05:20:31.000+00:00,RS - Rio Taquari-Antas,-29.0575008392334,-51.39609909057617,Nordeste Rio-grandense,,0.0,1.0,1.0,1.0,1.0,157.83999633789062,-0.017692307010293007
DCRS-00009,Imigrante,2026-08-19T05:20:23.000+00:00,RS - Rio Taquari-Antas,-29.34950065612793,-51.770999908447266,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.0,76.19000244140625,0.008461538702249527
DCRS-00010,Teutonia,2026-08-19T05:20:22.000+00:00,RS - Rio Taquari-Antas,-29.46030044555664,-51.76839828491211,Centro Oriental Rio-grandense,,0.0,0.0,1.0,1.0,1.0,51.29999923706055,0.0
DCRS-00011,Travesseiro - Pouso Novo,2026-08-19T05:20:24.000+00:00,RS - Rio Taquari-Antas,-29.214500427246094,-52.15950012207031,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.0,0.20000000298023224,71.08000183105469,0.0007692307699471712
DCRS-00012,Montenegro,2026-08-19T05:20:29.000+00:00,RS - Rio Caí,-29.69700050354004,-51.46009826660156,Metropolitana de Porto Alegre,,0.0,0.0,0.0,0.4000000059604645,0.4000000059604645,1.9299999475479126,-0.009999999776482582
DCRS-00013,Putinga,2026-08-19T05:20:24.000+00:00,RS - Rio Taquari-Antas,-29.00029945373535,-52.160301208496094,Nordeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,441.6499938964844,-0.0007692307699471712
DCRS-00014,Barão de Cotegipe,2026-08-19T05:20:31.000+00:00,RS - Rio Passo Fundo,-27.624300003051758,-52.38410186767578,Noroeste Rio-grandense,,0.0,0.20000000298023224,8.800000190734863,8.800000190734863,8.800000190734863,660.8900146484375,-0.003846153849735856
